"artist","song_name","song_id","streams","date"
"6ix9ine, Anuel AA","BEBE","7ATATJztoWLcqDAcVVof0C",271457,"2018-10-05"
"Anuel AA","Quiere Beber","3rPAD722s5FFNnwjC91t7Z",263856,"2018-10-05"
"Ozuna, Manuel Turizo","Vaina Loca","48zFZh27QU5qsrBjn4C2FA",243563,"2018-10-05"
"Anuel AA, Zion","Hipócrita","6XBjCetHKdO5L9cwMDVffw",230830,"2018-10-05"
"Becky G, Paulo Londra","Cuando Te Besé","2XXMDz7SPZ4mSFN1PXfHUy",206137,"2018-10-05"
"DJ Snake","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","4w8niZpiMy6qz1mntFA5uM",204830,"2018-10-05"
"J Balvin, Zion & Lennox","No Es Justo","5qFeMRz4TvetPmzjre9Dq7",187174,"2018-10-05"
"KAROL G, Anuel AA","Culpables","6q8Lb50EtqNeeJXXe8mMAH",179415,"2018-10-05"
"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam","Te Boté - Remix","3V8UKqhEK5zBkBb6d6ub8i",149838,"2018-10-05"
"Alex Rose, Cazzu, Rauw Alejandro, Lenny Tavárez","Toda - Remix","7nD2JPaxIKUdxd2UWgnaGL",149322,"2018-10-05"
"Brytiago, Darell","Asesina","6rbhaJsE4uLzpPf8WYSHDK",138887,"2018-10-05"
"Thalia, Natti Natasha","No Me Acuerdo","00EPIEnX1JFjff8sC6bccd",136286,"2018-10-05"
"Zion & Lennox","La player (Bandolera)","0VKkyBKCXyR99navhVRqcP",132100,"2018-10-05"
"Becky G, Natti Natasha","Sin Pijama","2ijef6ni2amuunRoKTlgww",131732,"2018-10-05"
"Sebastian Yatra, Mau y Ricky","Ya No Tiene Novio","7uQmJ1jgNzBpATSoWKSPFu",114650,"2018-10-05"
"Sebastian Yatra, Luis Figueroa, Lary Over","Por Perro","2alIsNw1mqEShbWyO1HXZZ",98021,"2018-10-05"
"Maluma","Mala Mía","62o8KoI44JfN7aYxgTnPvh",97312,"2018-10-05"
