"artist","song_name","song_id","streams","date"
"DJ Snake","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","4w8niZpiMy6qz1mntFA5uM",298495,"2018-11-10"
"Bad Bunny","MIA (feat. Drake)","116H0KvKr2Zl4RPuVBruDO",286192,"2018-11-10"
"Ozuna, Manuel Turizo","Vaina Loca","48zFZh27QU5qsrBjn4C2FA",204128,"2018-11-10"
"6ix9ine, Anuel AA","BEBE","7ATATJztoWLcqDAcVVof0C",204053,"2018-11-10"
"Becky G, Paulo Londra","Cuando Te Besé","2XXMDz7SPZ4mSFN1PXfHUy",196212,"2018-11-10"
"Anuel AA, Zion","Hipócrita","6XBjCetHKdO5L9cwMDVffw",187537,"2018-11-10"
"Paulo Londra","Adan y Eva","6FyRXC8tJUh863JCkyWqtk",186856,"2018-11-10"
"Anuel AA","Quiere Beber","3rPAD722s5FFNnwjC91t7Z",183463,"2018-11-10"
"Paloma Mami","Not Steady","42ArfZUgGo3k5btIHp08it",170987,"2018-11-10"
"Anuel AA, Romeo Santos","Ella Quiere Beber - Remix","2cYnZNzFRFK0H7vSNxPsUq",162910,"2018-11-10"
"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA","Bubalu","7dNwJbsT0sg1le5kVugGJb",162078,"2018-11-10"
"Brytiago, Daddy Yankee, Ozuna, Darell, Anuel AA","Asesina - Remix","59PYgzOiOjGDzjDT5N5oOX",161858,"2018-11-10"
"Luis Fonsi, Ozuna","Imposible","3ao3OVxHlb3C08vAaApUlm",156355,"2018-11-10"
"Bryant Myers","Tanta Falta","0sPTfDSZgE3KvcvqaKPtEx",146199,"2018-11-10"
"Daddy Yankee, Anuel AA","Adictiva","6MJUCumnQsQEKbCy28tbCP",144750,"2018-11-10"
"KAROL G, Anuel AA","Culpables","6q8Lb50EtqNeeJXXe8mMAH",140427,"2018-11-10"
"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam","Te Boté - Remix","3V8UKqhEK5zBkBb6d6ub8i",124173,"2018-11-10"
"J Balvin, Zion & Lennox","No Es Justo","5qFeMRz4TvetPmzjre9Dq7",123266,"2018-11-10"
"Alex Rose, Cazzu, Rauw Alejandro, Lenny Tavárez","Toda - Remix","7nD2JPaxIKUdxd2UWgnaGL",122017,"2018-11-10"
"Sebastian Yatra, Mau y Ricky","Ya No Tiene Novio","7uQmJ1jgNzBpATSoWKSPFu",116258,"2018-11-10"
"Thalia, Natti Natasha","No Me Acuerdo","1G586ld1gbaECg4Bc6w40O",113211,"2018-11-10"
"Wisin & Yandel","Reggaetón en lo Oscuro","3aUTkuo4ObA6QPtZSu5NBq",109845,"2018-11-10"
"Becky G, Natti Natasha","Sin Pijama","2ijef6ni2amuunRoKTlgww",106330,"2018-11-10"
"Kevin Roldan","PPP","1DcxnVNFAyVl2sDQ646pXS",105903,"2018-11-10"
"Brytiago, Darell, Barloe Team","Asesina","6R66bI4nkzvvNba80pWU2t",95066,"2018-11-10"
"Reik, Maluma","Amigos Con Derechos","2zDj4WjbNDmrRL6Z4YjjCA",92149,"2018-11-10"
"Maluma","Mala Mía","62o8KoI44JfN7aYxgTnPvh",90088,"2018-11-10"
"Zion & Lennox","Hola","2dYJKHEqAUTCk2U9zntaS1",81244,"2018-11-10"
"Ozuna, Romeo Santos","Ibiza","1h9P5WJwyvK8OB7O2YiXgp",78437,"2018-11-10"
"Zion & Lennox","La player (Bandolera)","0VKkyBKCXyR99navhVRqcP",77902,"2018-11-10"
"Lary Over, Lirico En La Casa","Subete","6C9AMfTrDN1FU8HPQmYdXW",77237,"2018-11-10"
"Paulo Londra","Chica Paranormal","2r77vqSZkOktTSgmAOoHsV",76688,"2018-11-10"
"Santaferia","El Gil de Tu Ex","3cUE3p7E39CzGjQoEsg7sM",74372,"2018-11-10"
"Queen","Bohemian Rhapsody - Remastered 2011","7tFiyTwD0nx5a1eklYtX2J",72035,"2018-11-10"
"Sebastian Yatra, Luis Figueroa, Lary Over","Por Perro","2alIsNw1mqEShbWyO1HXZZ",70085,"2018-11-10"
"Shakira, Maluma","Clandestino","7DrluKkTviBwCc8AV3VGmf",69680,"2018-11-10"
"Pedro Capó, Farruko","Calma - Remix","5iwz1NiezX7WWjnCgY5TH4",68709,"2018-11-10"
"Paulo Londra, Lenny Tavárez","Nena Maldicion (feat. Lenny Tavarez)","3TnhQSRwT3AVMdXw5JPq0x",67079,"2018-11-10"
"Ozuna","Me Dijeron","17UUYZ290omPaJY4wKeyHh",66957,"2018-11-10"
"Bad Bunny","Estamos Bien","7glCSQqV5o6NU88Cn4zPZn",66275,"2018-11-10"
"Leslie Grace, Noriel","Duro y Suave","31M5m42C3EGlbydf9XB5to",64824,"2018-11-10"
"Cosculluela","Madura (feat. Bad Bunny)","0r9d60ZYPAlFHq8qnUtkXN",63957,"2018-11-10"
"Ariana Grande","thank u, next","2rPE9A1vEgShuZxxzR2tZH",61017,"2018-11-10"
"KAROL G, Maluma","Créeme","1mT47pKLXUwPYGwB91GcNz",60649,"2018-11-10"
"Anuel AA, Wisin","Pensando en Ti","3aY5VP7fEtVHfEc1o8eRNK",59091,"2018-11-10"
"Marc Anthony, Will Smith, Bad Bunny","Está Rico","2wRkBumdItthjYP9XknImg",58774,"2018-11-10"
"Justin Quiles","No Quiero Amarte (feat. Zion & Lennox)","5bITfqKGaPakO1l99hOMsI",56219,"2018-11-10"
"DrefQuila","A fuego","5gkSbR9E0jDgv65XeT5v5R",54903,"2018-11-10"
"Morat","Cuando Nadie Ve","71iAechwVKGu26pahzFL0k",54763,"2018-11-10"
"Santaferia","Algún Día Volveras","27uAea0qcUz3a7jKnAT7KG",52551,"2018-11-10"
"Daddy Yankee, R.K.M & Ken-Y, Arcangel","Zum Zum","7lEhOiFtcLXY4P7cuTKuQ8",52317,"2018-11-10"
