"artist","song_name","song_id","streams","date"
"J Balvin, Willy William","Mi Gente","2rb5MvYT7ZIxbKW5hfcHx8",167407,"2017-08-10"
"Danny Ocean","Me Rehúso","6De0lHrwBfPfrhorm9q1Xl",132596,"2017-08-10"
"Farruko, Bad Bunny, Rvssian","Krippy Kush","3rgjBiAMVGnxmsTDmUy8vb",130323,"2017-08-10"
"J Balvin, Jowell & Randy","Bonita","693iqPOQvhI7PobtR8CC8v",122936,"2017-08-10"
"Wisin, Ozuna","Escápate Conmigo","2cnKEkpVUSV4wnjQiTWfH6",119085,"2017-08-10"
"Maluma","Felices los 4","0qYTZCo5Bwh1nsUFGZP3zn",112549,"2017-08-10"
"Romeo Santos, Daddy Yankee, Nicky Jam","Bella y Sensual","0ERbK7qVqveCaBWIiYCrl3",109047,"2017-08-10"
"Chris Jedi, J Balvin, Ozuna, Arcangel","Ahora Dice","22eADXu8DfOAUEDw4vU8qy",97998,"2017-08-10"
"CNCO, Yandel","Hey DJ","209gZgcfLq2aUuu51vOWBl",87669,"2017-08-10"
"Manuel Turizo","Una Lady Como Tú","7MHN1aCFtLXjownGhvEQlF",85598,"2017-08-10"
"Wisin, Ozuna, Bad Bunny, De La Ghetto, Arcangel, Noriel, Almighty","Escápate Conmigo - Remix","5P45f6HakSHDwdFj5dO5K5",84343,"2017-08-10"
"Nacho","Báilame","7lRsNbdOGykkMAgsqs4R1C",77520,"2017-08-10"
"Anuel AA","Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","5q2JbCNi4FcnglgPfxcV65",75140,"2017-08-10"
"Ozuna","Tu Foto","0Szp49tpFasIjX04Mcsydp",73157,"2017-08-10"
"Ed Sheeran","Shape of You","7qiZfU4dY1lWllzX7mPBI3",73019,"2017-08-10"
"J Balvin","Sigo Extrañándote","6qDF4wWL49CAVbgT7yuHl8",69860,"2017-08-10"
"Becky G, Bad Bunny","Mayores","7JNh1cfm0eXjqFVOzKLyau",69143,"2017-08-10"
"Piso 21","Besándote","13X0XdLMOdtbXVtAj2ox4h",66837,"2017-08-10"
"Ozuna","Bebe (feat. Anuel AA)","6SIrNxmmdbv1KUbFBu1PaN",65628,"2017-08-10"
"Zion & Lennox","Otra vez (feat. J Balvin)","3QwBODjSEzelZyVjxPOHdq",64337,"2017-08-10"
"Daddy Yankee, Ozuna","La Rompe Corazones","4okba5wu9mMLXx79DXLKi3",60338,"2017-08-10"
"Abraham Mateo, Farruko, Christian Daniel","Loco Enamorado","4N1c5rmWOzRmB9SMacr5wB",59467,"2017-08-10"
"Nicky Jam","Si Tú La Ves (feat. Wisin)","4yN6xPLopmTLvc27pO9LIE",57838,"2017-08-10"
"Don Omar, Zion & Lennox","Te Quiero Pa´Mi","3BY2mafsbsoKGqS380Xnuz",57729,"2017-08-10"
"Nacho, Yandel, Bad Bunny, Mambo Kingz, DJ Luian","Báilame - Remix","3VClLWqNn80Llv0PJOsKgr",56308,"2017-08-10"
"KAROL G, Bad Bunny","Ahora Me Llama","61HHDBLqF3AmSvLfHKNGd2",54694,"2017-08-10"
"Piso 21","Me llamas (feat. Maluma) - Remix","5hEM0JchdVzQ5PwvSfITeX",54390,"2017-08-10"
"Luis Fonsi","Despacito (Featuring Daddy Yankee)","4aWmUDTfIPGksMNLV2rQP2",53874,"2017-08-10"
"Nicky Jam","El Amante","3umS4y3uQDkqekNjVpiRUs",53348,"2017-08-10"
"Pitbull","Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version","2Vdub5mY4lad7w64bFPUez",51103,"2017-08-10"
"Shakira","Me Enamoré","4qknM1pQz53QOyfDVTjcM9",50972,"2017-08-10"
"CNCO","Reggaetón Lento (Bailemos)","3AEZUABDXNtecAOSC1qTfo",50488,"2017-08-10"
"Maite Perroni","Loca (feat. Cali y El Dandee)","05ZXXyeZFhZtA6DAP3Aw7x",50282,"2017-08-10"
"Rvssian, Bad Bunny, Farruko, Nicky Jam, Kosa","Si Tu Lo Dejas","2naJy8SKJ27gj6ZhRPDKaz",50113,"2017-08-10"
"Major Lazer","Buscando Huellas (feat. J Balvin & Sean Paul)","6WMYFEd4MJDIjJARHnOxoN",49641,"2017-08-10"
"Bad Bunny","Soy Peor Remix (feat. J Balvin, Ozuna & Arcangel)","4UG962ViiLqoUyx0RjCcwP",48199,"2017-08-10"
"Anuel AA","Ayer 2 (feat. Dj Nelson, J Balvin, Nicky Jam, Cosculluela)","5ZF3889W92eTBOROe0lPNN",47921,"2017-08-10"
"Romeo Santos","Imitadora","6r46lnXFbE9fr2d3KNaGbe",47835,"2017-08-10"
"Jason Derulo","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","6kex4EBAj0WHXDKZMEJaaF",46621,"2017-08-10"
"J Balvin, Bad Bunny","Si Tu Novio Te Deja Sola","0RFFFGtPn6a58RHY3ccVYX",44396,"2017-08-10"
"Wisin","Vacaciones","3dQDid3IUNhZy1OehIfYfE",43097,"2017-08-10"
"David Guetta","2U (feat. Justin Bieber)","3A7qX2QjDlPnazUsRk5y0M",42432,"2017-08-10"
"Carlos Vives, Sebastian Yatra","Robarte un Beso","4z3GJkrtH97Bj6fRta983T",41319,"2017-08-10"
"Enrique Iglesias","SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)","7nKBxz47S9SD79N086fuhn",39904,"2017-08-10"
"The Weeknd, Daft Punk","I Feel It Coming","5GXAXm5YOmYT0kL5jHvYBt",39519,"2017-08-10"
"Mon Laferte, Juanes","Amárrame","0u13src3QcditRU5VPduML",39378,"2017-08-10"
"Bruno Mars","That's What I Like","0KKkJNfGyhkQ5aFogxQAPU",39205,"2017-08-10"
"Bad Bunny","Tu No Metes Cabra","10nQ3Pj0o1XotcikgJPVKD",39135,"2017-08-10"
"IAmChino, El Chacal","Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","6stYbAJgTszHAHZMPxWWCY",38188,"2017-08-10"
"Luis Fonsi, Daddy Yankee, Justin Bieber","Despacito - Remix","5CtI0qwDJkDQGwXD1H1cLb",38154,"2017-08-10"
"Brytiago, Bad Bunny","Netflixxx","5gFAT2DbEt4TOMXyAMEixG",37674,"2017-08-10"
"Sebastian Yatra, Nacho, Wisin","Alguien Robo","5i50gKdLAjjIr7UxRT5IVy",37570,"2017-08-10"
"Ozuna, Bad Bunny, Farruko, Ñengo Flow","Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)","2FrnTVSHjgnEylKGdHRUK1",36228,"2017-08-10"
"J Balvin, Pharrell Williams, BIA, Sky","Safari","6rQSrBHf7HlZjtcMZ4S4bO",36057,"2017-08-10"
"Brytiago, Daddy Yankee, Nicky Jam","Bebé - Remix","2jVJYU4X3aD8hlTco3MlsN",35061,"2017-08-10"
"DJ Jonathan","El Farsante","66gNNRsKkmECPQUrvpMQtS",35048,"2017-08-10"
"Jennifer Lopez","Ni Tú Ni Yo (feat. Gente de Zona)","5xMzazov0IHYllrc8U2K6F",34107,"2017-08-10"
"Nicky Jam","El Amante (feat. Ozuna & Bad Bunny) - Remix","04f13iELcsYpY2yeLiAcfq",32964,"2017-08-10"
"Jory Boy, Bad Bunny","No Te Hagas","5hKjEpYrJIJs6uPl7zw6Y6",31770,"2017-08-10"
"Bad Bunny, Mambo Kingz, DJ Luian, Arcangel, Almighty, Bryant Myers, Noriel, BaRasta, Brytiago","Me Mata","2wgDAPgBhFA7pnIbm0YOhP",31722,"2017-08-10"
"Charlie Puth","Attention","4iLqG9SeJSnt0cSPICSjxv",28725,"2017-08-10"
