"artist","song_name","song_id","streams","date"
"Ozuna","Se Preparó","1m69ELEgE6k5ZWsap40ozt",142338,"2017-10-10"
"Becky G, Bad Bunny","Mayores","7JNh1cfm0eXjqFVOzKLyau",132135,"2017-10-10"
"Nacho, Yandel, Bad Bunny, Mambo Kingz, DJ Luian","Báilame - Remix","3VClLWqNn80Llv0PJOsKgr",127094,"2017-10-10"
"Natti Natasha, Ozuna","Criminal","2SmgFAhQkQCQPyBiBxR6Te",125094,"2017-10-10"
"Danny Ocean","Me Rehúso","6De0lHrwBfPfrhorm9q1Xl",111647,"2017-10-10"
"J Balvin, Willy William","Mi Gente","2rb5MvYT7ZIxbKW5hfcHx8",107385,"2017-10-10"
"Romeo Santos, Daddy Yankee, Nicky Jam","Bella y Sensual","0ERbK7qVqveCaBWIiYCrl3",103463,"2017-10-10"
"J Balvin, Jowell & Randy","Bonita","693iqPOQvhI7PobtR8CC8v",101993,"2017-10-10"
"Daddy Yankee, Bad Bunny","Vuelve","0lJCqIx5BhZtf6QtYI2fbv",100501,"2017-10-10"
"Alex Sensation, Ozuna","Que Va","7ofxPmTNMj2GP07g1VZa0O",99591,"2017-10-10"
"Yandel","Como Antes (feat. Wisin)","5YzA563GXTuwQaRq24z1k5",98786,"2017-10-10"
"Yandel","Explícale (feat. Bad Bunny)","1LszjjoVwDDZcWUQbzeDLG",97778,"2017-10-10"
"Wisin, Ozuna","Escápate Conmigo","2cnKEkpVUSV4wnjQiTWfH6",93986,"2017-10-10"
"Carlos Vives, Sebastian Yatra","Robarte un Beso","4z3GJkrtH97Bj6fRta983T",85901,"2017-10-10"
"Manuel Turizo","Una Lady Como Tú","7MHN1aCFtLXjownGhvEQlF",82519,"2017-10-10"
"Maluma","Felices los 4","0qYTZCo5Bwh1nsUFGZP3zn",79706,"2017-10-10"
"CNCO, Yandel","Hey DJ","209gZgcfLq2aUuu51vOWBl",77581,"2017-10-10"
"Jesse & Joy, Gente De Zona","3 A.M.","0yyZN5ASdrYu0XYWFzfxUu",76705,"2017-10-10"
"Joey Montana, Sebastian Yatra","Suena El Dembow","5TysCiZtv1HnSWcTcUFusI",74913,"2017-10-10"
"Chris Jedi, J Balvin, Ozuna, Arcangel","Ahora Dice","22eADXu8DfOAUEDw4vU8qy",74051,"2017-10-10"
"Shakira","Perro Fiel (feat. Nicky Jam)","70lnL3QaSOIIyMa2X9aVRL",73621,"2017-10-10"
"Ozuna","El Farsante","5EId1m4DNwTf3at31w8bPJ",68823,"2017-10-10"
"De La Ghetto, Daddy Yankee, Ozuna, Chris Jedi","La fórmula (feat. Chris Jeday)","4XCQtUoRSh22Ep18ULmDnT",67765,"2017-10-10"
