"artist","song_name","song_id","streams","date"
"Luis Fonsi","Despacito (Featuring Daddy Yankee)","4aWmUDTfIPGksMNLV2rQP2",220217,"2017-02-25"
"Nicky Jam","El Amante","3umS4y3uQDkqekNjVpiRUs",123442,"2017-02-25"
"CNCO","Reggaetón Lento (Bailemos)","3AEZUABDXNtecAOSC1qTfo",116264,"2017-02-25"
"Shakira","Chantaje (feat. Maluma)","6mICuAdrwEjh6Y6lroV2Kg",111194,"2017-02-25"
"Maluma","Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)","0JoHqmlqE0W0i9prt6kcHR",101858,"2017-02-25"
"Zion & Lennox","Otra vez (feat. J Balvin)","3QwBODjSEzelZyVjxPOHdq",99128,"2017-02-25"
"Anuel AA","Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","5q2JbCNi4FcnglgPfxcV65",89910,"2017-02-25"
"Ed Sheeran","Shape of You","7qiZfU4dY1lWllzX7mPBI3",88752,"2017-02-25"
"Wisin","Vacaciones","3dQDid3IUNhZy1OehIfYfE",86716,"2017-02-25"
"Ricky Martin","Vente Pa' Ca (feat. Maluma)","7DM4BPaS7uofFul3ywMe46",80718,"2017-02-25"
"J Balvin, Pharrell Williams, BIA, Sky","Safari","6rQSrBHf7HlZjtcMZ4S4bO",78915,"2017-02-25"
"Daddy Yankee, Ozuna","La Rompe Corazones","4okba5wu9mMLXx79DXLKi3",77614,"2017-02-25"
"Maluma","Borro Cassette","6DUdDIRgLqCGq1DwkNWQTN",71338,"2017-02-25"
"Don Omar, Zion & Lennox","Te Quiero Pa´Mi","3BY2mafsbsoKGqS380Xnuz",70393,"2017-02-25"
"Piso 21","Me llamas (feat. Maluma) - Remix","5hEM0JchdVzQ5PwvSfITeX",69035,"2017-02-25"
"IAmChino, El Chacal","Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","6stYbAJgTszHAHZMPxWWCY",68301,"2017-02-25"
"Danny Ocean","Me Rehúso","6De0lHrwBfPfrhorm9q1Xl",67112,"2017-02-25"
"Ozuna","Dile Que Tu Me Quieres","20ZAJdsKB5IGbGj4ilRt2o",54403,"2017-02-25"
"DJ Snake, Justin Bieber","Let Me Love You","4pdPtRcBmOSQDlJ3Fk945m",53166,"2017-02-25"
"Xantos, Dynell","Bailame Despacio","4OaTpLJIa2harufGxfOPUu",51867,"2017-02-25"
"Charly Black, Daddy Yankee","Gyal You A Party Animal - Remix","1AkTW13ysu0AJrwuM6UY0I",49609,"2017-02-25"
"Sebastian Yatra, Cosculluela, Cali Y El Dandee","Traicionera - Remix","2webQDZmtGioeu3zUUi9We",48867,"2017-02-25"
"Thalia","Desde Esa Noche (feat. Maluma)","1pWYnQIlqxTh5bxuPmTG4E",48634,"2017-02-25"
"Revol, Bad Bunny, Bryant Myers","Caile (feat. Zion & De La Ghetto)","626rYyBfeAeleh1F5t4B70",47792,"2017-02-25"
"Marama, Rombai","Noche Loca","0gzcET27nREY6aD8LJU9wD",47461,"2017-02-25"
"Daddy Yankee","Shaky Shaky","58IL315gMSTD37DOZPJ2hf",45392,"2017-02-25"
"Farruko","Chillax (feat. Ky-Mani Marley)","1lxswgIpzV6HhENRvkflES",44683,"2017-02-25"
"Bruno Mars","24K Magic","6b8Be6ljOzmkOmFslEb23P",44639,"2017-02-25"
"Mon Laferte, Juanes","Amárrame","0u13src3QcditRU5VPduML",44107,"2017-02-25"
"Drake, WizKid, Kyla","One Dance","1xznGGDReH1oQq0xzbwXa3",43170,"2017-02-25"
"Maluma","Sin Contrato (feat. Fifth Harmony)","09S64DUkxIX9EwIaULu6yN",42256,"2017-02-25"
"Chino & Nacho, Daddy Yankee","Andas En Mi Cabeza","5mey7CLLuFToM2P68Qu1gF",42177,"2017-02-25"
"Clean Bandit","Rockabye (feat. Sean Paul & Anne-Marie)","5knuzwU65gJK7IF5yJsuaW",41360,"2017-02-25"
"Maroon 5, Kendrick Lamar","Don't Wanna Know","5MFzQMkrl1FOOng9tq6R9r",39677,"2017-02-25"
"Carlos Vives, Shakira","La Bicicleta","0sXvAOmXgjR2QUqLK1MltU",39077,"2017-02-25"
"Sebastian Yatra","Traicionera","5J1c3M4EldCfNxXwrwt8mT",37973,"2017-02-25"
"Calvin Harris","My Way","1vvNmPOiUuyCbgWmtc6yfm",37769,"2017-02-25"
"The Weeknd, Daft Punk","I Feel It Coming","5GXAXm5YOmYT0kL5jHvYBt",37283,"2017-02-25"
