"artist","song_name","song_id","streams","date"
"Myke Towers, Juhn","Bandido","1xK1Gg9SxG8fy2Ya373oqb",299004,"2021-02-14"
"Bad Bunny, Jhay Cortez","DÁKITI","4MzXwWMhyBbmu6hOcLVD49",269106,"2021-02-14"
"KAROL G","BICHOTA","7vrJn5hDSXRmdXoR30KgF1",214034,"2021-02-14"
"Boza","Hecha Pa' Mi","3VvA1wSxukMLsvXoXtlwWx",214017,"2021-02-14"
"Bad Bunny, ROSALÍA","LA NOCHE DE ANOCHE","2XIc1pqjXV3Cr2BQUGNBck",212892,"2021-02-14"
"Los Legendarios, Wisin, Jhay Cortez","Fiel","7Bk0uXKk1uPT0XuQbpFzvs",181408,"2021-02-14"
"Rauw Alejandro, Anuel AA","Reloj","4loQgPwJHocL3dFwLfjb1J",178190,"2021-02-14"
"Nicky Jam, Myke Towers","Polvo","68mrW6gXHgupgSiDHgaDi5",161296,"2021-02-14"
"Bad Bunny","TE MUDASTE","5RubKOuDoPn5Kj5TLVxSxY",154839,"2021-02-14"
"Manuel Turizo, Rauw Alejandro, Myke Towers","La Nota","7ndTONDDRFGiPnnhOzOXxq",147049,"2021-02-14"
"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy","No Te Enamores - Remix","2mM3gZ0BbPwPPMelbA8vgt",143927,"2021-02-14"
"Ozuna, J Balvin, Chencho Corleone","Una Locura","5y7DaS3jAc9eZzcSOoUIwU",141408,"2021-02-14"
"Justin Quiles","Ponte Pa' Mi","4C6BlqqMwjFzOXzqpTeoWR",136646,"2021-02-14"
"Farruko","La Tóxica","15OjBeqNX3bShsGYQbteRv",134096,"2021-02-14"
"Maluma","Hawái","1yoMvmasuxZfqHEipJhRbp",132593,"2021-02-14"
"El Futuro Fuera De Orbita, Harry Nach, La Nevula23 Productor","Juju Juju","1Ymx1Q7EXkxd7FwKypAQ6o",131347,"2021-02-14"
"Selena Gomez","Baila Conmigo (with Rauw Alejandro)","0D75ciM842cdUMKSMfAR9y",130287,"2021-02-14"
"Wisin, Myke Towers, Los Legendarios","Mi Niña","2bgcUk2A3jjKbCJ7KPquTi",124879,"2021-02-14"
"Kevin Roldan, Bryant Myers, Lyanno","Hasta Abajo","4PEfJZpVjdclfzZ9XO8uDw",124484,"2021-02-14"
"Anuel AA, Ozuna","Antes","73O30uMI7n6DuzBmbtO7kC",117642,"2021-02-14"
"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko","Relación - Remix","35UUpTmrcFXNIVIN26ujXl",116582,"2021-02-14"
"Justin Quiles","Jeans","3GtnId3Cm1Xa6joCj08nzW",114532,"2021-02-14"
"Migrantes, Alico","Si Me Tomo Una Cerveza","3lCbsHaN1wCxyDzcNN2x4N",114042,"2021-02-14"
"Rochy RD, Myke Towers, Nicki Nicole","Ella No Es Tuya - Remix","5YYW3yRktprLRr47WK219Y",109038,"2021-02-14"
"Sebastian Yatra, Guaynaa","Chica Ideal","21N4Buj4xsyLb218lYle61",107447,"2021-02-14"
"Jay Wheeler, DJ Nelson, Myke Towers","La Curiosidad","4HYDUMY0xSpeBr0AMY9cUz",106789,"2021-02-14"
"Ak4:20","Skyline","3ymRYcYHxXMmyvCaKcJ46k",103473,"2021-02-14"
"Camilo, El Alfa","BEBÉ","7D7EH7MGyNHWSkqrszerI1",100857,"2021-02-14"
"Camilo","Vida de Rico","73nAK3HgQK8dak83Y2WQ8F",99908,"2021-02-14"
"Camilo","Ropa Cara","7BIy3EGQhg98CsRdKYHnJC",99072,"2021-02-14"
