"artist","song_name","song_id","streams","date"
"Myke Towers, Juhn","Bandido","1xK1Gg9SxG8fy2Ya373oqb",321544,"2021-03-03"
"Los Legendarios, Wisin, Jhay Cortez","Fiel","7Bk0uXKk1uPT0XuQbpFzvs",291075,"2021-03-03"
"Bad Bunny, Jhay Cortez","DÁKITI","4MzXwWMhyBbmu6hOcLVD49",276423,"2021-03-03"
"Bad Bunny, ROSALÍA","LA NOCHE DE ANOCHE","2XIc1pqjXV3Cr2BQUGNBck",261094,"2021-03-03"
"Rochy RD, Myke Towers, Nicki Nicole","Ella No Es Tuya - Remix","5YYW3yRktprLRr47WK219Y",253617,"2021-03-03"
"Boza","Hecha Pa' Mi","3VvA1wSxukMLsvXoXtlwWx",220453,"2021-03-03"
"KAROL G","BICHOTA","7vrJn5hDSXRmdXoR30KgF1",212073,"2021-03-03"
"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy","No Te Enamores - Remix","2mM3gZ0BbPwPPMelbA8vgt",196024,"2021-03-03"
"El Futuro Fuera De Orbita, Harry Nach, La Nevula23 Productor","Juju Juju","1Ymx1Q7EXkxd7FwKypAQ6o",189170,"2021-03-03"
"Rauw Alejandro, Anuel AA","Reloj","4loQgPwJHocL3dFwLfjb1J",185021,"2021-03-03"
"Sech","911","2TksvaRivgAEj780DgRB73",175342,"2021-03-03"
"Nicky Jam, Myke Towers","Polvo","68mrW6gXHgupgSiDHgaDi5",169114,"2021-03-03"
"Bad Bunny","TE MUDASTE","5RubKOuDoPn5Kj5TLVxSxY",165566,"2021-03-03"
"Justin Quiles","Ponte Pa' Mi","4C6BlqqMwjFzOXzqpTeoWR",162553,"2021-03-03"
"Myke Towers","Explícito","6qraVL4IJaIj0IuEexYJNa",159056,"2021-03-03"
"Kali Uchis","telepatía","6tDDoYIxWvMLTdKpjFkc1B",157328,"2021-03-03"
"Ozuna, J Balvin, Chencho Corleone","Una Locura","5y7DaS3jAc9eZzcSOoUIwU",156981,"2021-03-03"
"Selena Gomez","Baila Conmigo (with Rauw Alejandro)","0D75ciM842cdUMKSMfAR9y",154825,"2021-03-03"
"Manuel Turizo, Rauw Alejandro, Myke Towers","La Nota","7ndTONDDRFGiPnnhOzOXxq",152893,"2021-03-03"
"Wisin, Myke Towers, Los Legendarios","Mi Niña","2bgcUk2A3jjKbCJ7KPquTi",143619,"2021-03-03"
"Kevin Roldan, Bryant Myers, Lyanno","Hasta Abajo","4PEfJZpVjdclfzZ9XO8uDw",141240,"2021-03-03"
"Nicky Jam, Romeo Santos","Fan de Tus Fotos","1mauYRwbpoGQX6itP2FAJC",138847,"2021-03-03"
"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko","Relación - Remix","35UUpTmrcFXNIVIN26ujXl",128718,"2021-03-03"
"Farruko","La Tóxica","15OjBeqNX3bShsGYQbteRv",127611,"2021-03-03"
"Ak4:20","Skyline","3ymRYcYHxXMmyvCaKcJ46k",117631,"2021-03-03"
"Justin Quiles","Jeans","3GtnId3Cm1Xa6joCj08nzW",116216,"2021-03-03"
"Migrantes, Alico","Si Me Tomo Una Cerveza","3lCbsHaN1wCxyDzcNN2x4N",115591,"2021-03-03"
"Mora, Lunay","Cuando Sera","1UmZpd5navRsg2ukqCKJjc",113755,"2021-03-03"
"Maluma","Hawái","1yoMvmasuxZfqHEipJhRbp",110336,"2021-03-03"
"Sebastian Yatra, Guaynaa","Chica Ideal","21N4Buj4xsyLb218lYle61",107893,"2021-03-03"
"Manuel Turizo, Wisin & Yandel","Mala Costumbre","70uX4beGHc1nQikXveOknp",107060,"2021-03-03"
"Camilo, El Alfa","BEBÉ","7D7EH7MGyNHWSkqrszerI1",102468,"2021-03-03"
"Maluma, Lenny Tavárez","Parce (feat. Justin Quiles)","4RJz8NfIe09gpKMiRUWKhJ",99338,"2021-03-03"
"The Weeknd","Blinding Lights","0VjIjW4GlUZAMYd2vXMi3b",97754,"2021-03-03"
"Camilo","Vida de Rico","73nAK3HgQK8dak83Y2WQ8F",96999,"2021-03-03"
"Jay Wheeler, Myke Towers, Rauw Alejandro","La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix","7LE1K0lZyRFZjSlrnm7lfD",92695,"2021-03-03"
"Camilo","Ropa Cara","7BIy3EGQhg98CsRdKYHnJC",90381,"2021-03-03"
"KAROL G, Anuel AA, J Balvin","LOCATION","5Km4r87BoX2qqtoprYS1gh",89383,"2021-03-03"
"J Balvin, Dua Lipa, Bad Bunny","UN DIA (ONE DAY) (Feat. Tainy)","0EhpEsp4L0oRGM0vmeaN5e",87455,"2021-03-03"
"Jerry Di","Mi Cuarto","6fmQjRuo7XvRFCK2qex5hQ",86577,"2021-03-03"
"Rauw Alejandro, J Balvin","De Cora <3","22Sh5dlwbERqJAq1fZk5b2",85326,"2021-03-03"
"Jay Wheeler, DJ Nelson, Myke Towers","La Curiosidad","4HYDUMY0xSpeBr0AMY9cUz",85282,"2021-03-03"
"Bad Bunny","BOOKER T","26w9NTiE9NGjW1ZvIOd1So",84466,"2021-03-03"
"Lele Pons","Se Te Nota (with Guaynaa)","11EnQRgRMJwMAesfkB5pnu",83901,"2021-03-03"
"C. Tangana, Niño de Elche, La Húngara","Tú Me Dejaste De Querer","5ddFjrPG8NgQQ6xlOQIVd2",83735,"2021-03-03"
"Flow La Movie, Nio Garcia, Casper Magico","Travesuras","2etJ67Egf7woMgOikVrlJM",82349,"2021-03-03"
"Daddy Yankee","PROBLEMA","2dl5K2ScW7jYhAhuem06cm",80696,"2021-03-03"
"Ak4:20","Rata Tan Tan","7wWqLiOmDfjGTwrz95niTD",80441,"2021-03-03"
"Bad Bunny","HACIENDO QUE ME AMAS","26QApq0cuO9brJigr0C0W4",78314,"2021-03-03"
"Anuel AA, Ozuna","Antes","73O30uMI7n6DuzBmbtO7kC",73097,"2021-03-03"
"Jhay Cortez, Bad Bunny","CÓMO SE SIENTE - Remix","2tFwfmceQa1Y6nRPhYbEtC",65663,"2021-03-03"
"Olivia Rodrigo","drivers license","7lPN2DXiMsVn7XUKtOW1CS",65138,"2021-03-03"
"Rauw Alejandro","Tattoo - Remix with Camilo","4G3PTss3mU33Tau7t4KbwE",64445,"2021-03-03"
"Camilo, Evaluna Montaner","Machu Picchu","1LXb70u8SLsvBAPWHMCTMe",63158,"2021-03-03"
"Ozuna, Camilo","Despeinada","0JAZWvvqttGFm4UMDsPQXC",62913,"2021-03-03"
