"artist","song_name","song_id","streams","date"
"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka","La Jeepeta - Remix","1mohfLaTJtB2RplHLQVM70",167910,"2020-06-24"
"Jhay Cortez, Bad Bunny","CÓMO SE SIENTE - Remix","2tFwfmceQa1Y6nRPhYbEtC",158207,"2020-06-24"
"Anuel AA, Bad Bunny","Hasta Que Dios Diga","06s3QtMJVXw1AJX3UfvZG1",156636,"2020-06-24"
"Jay Wheeler, DJ Nelson, Myke Towers","La Curiosidad","4HYDUMY0xSpeBr0AMY9cUz",151053,"2020-06-24"
"Sech","Relación","3ZG8N7aWw2meb6UrI5ZmnZ",147948,"2020-06-24"
"Rauw Alejandro, Dalex, Lenny Tavárez","Elegí (feat. Dímelo Flow)","50ZC4PM7hywH27RcCfViau",138831,"2020-06-24"
"Feid, Justin Quiles","PORFA","4TOmcZvw0gHa7GiXRbcYAW",125278,"2020-06-24"
"Bad Bunny, Jowell & Randy, Ñengo Flow","Safaera","2DEZmgHKAvm41k4J3R2E9Y",116265,"2020-06-24"
"Harry Nach","Tak Tiki Tak","6Hw21Z5CmEV78jrncFpMwz",116144,"2020-06-24"
"Bad Bunny","Yo Perreo Sola","0SqqAgdovOE24BzxIClpjw",107857,"2020-06-24"
"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex","El Efecto - Remix","74j34STf8L6uADnTN69ohv",98671,"2020-06-24"
"J Balvin","Rojo","380HmhwTE2NJgawn1NwkXi",95467,"2020-06-24"
"The Weeknd","Blinding Lights","0VjIjW4GlUZAMYd2vXMi3b",94759,"2020-06-24"
"Bad Bunny","La Difícil","6NfrH0ANGmgBXyxgV2PeXt",89030,"2020-06-24"
"Anuel AA","Reggaetonera","6yVkakCN460KOVol9ZazjH",88580,"2020-06-24"
"Camilo","Favorito","0jT8Nl0shPS8115is0wD2Q",87409,"2020-06-24"
"Myke Towers","Diosa","3JHpk0DOTOzyh0777JFAky",83342,"2020-06-24"
"Rauw Alejandro","Tattoo","7na7Bk98usp84FaOJFPv3d",82060,"2020-06-24"
"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","Hola - Remix","5stPVcRqb4qixbafP9e8lt",79043,"2020-06-24"
"Ozuna","Caramelo","3gD4J3RUHy4OUuZ3qAiaiG",78729,"2020-06-24"
"Bad Bunny, Sech","Ignorantes","38RIEav39FGi86jppxO0du",77768,"2020-06-24"
"Alex Rose, Rafa Pabön","Jangueo","5m3jpKkgkfoMcym1qjToFg",76579,"2020-06-24"
"Dímelo Flow, Arcangel, Sech","Sigues Con El","7sQKy5vlPQllr0k9IjYJv3",74148,"2020-06-24"
"Bad Bunny, Daddy Yankee","La Santa","69vlMrzHwATKzupwNcUPyK",72524,"2020-06-24"
"Bad Bunny, Nicky Jam","BAD CON NICKY","5bmSver2b3ZXyuyLKtgnFI",71579,"2020-06-24"
"Bad Bunny","BYE ME FUI","0FktnzDqjClqU6iqOZVEs2",71449,"2020-06-24"
"Bad Bunny, Zion & Lennox","MÁS DE UNA CITA","4EJHKSnHENfjOxXWryyNtL",69031,"2020-06-24"
"Yandel, Bad Bunny","CANCIÓN CON YANDEL","3pm4XtcsRIFFtH2UErk62R",64102,"2020-06-24"
"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro","La Cama - Remix","2tGENA8xef0wABdHvyXwv9",63161,"2020-06-24"
"KAROL G, Nicki Minaj","Tusa","7k4t7uLgtOxPwTpFmtJNTY",61125,"2020-06-24"
"Tones And I","Dance Monkey","1rgnBhdG2JDFTbYkYRZAku",58130,"2020-06-24"
"Bad Bunny","A Tu Merced","4r9jkMEnArtWGH2rL2FZl0",57311,"2020-06-24"
"J Balvin","Morado","35KmOEIUqAGn02t7n4qaIr",56613,"2020-06-24"
"Anuel AA","Keii","5eEQCfq7MXQr6aHLNRUZLs",55571,"2020-06-24"
"Myke Towers","Girl","43NqTeL8pgBxKHPMiJKUP5",55513,"2020-06-24"
"J Balvin","Azul","2lCkncy6bIB0LTMT7kvrD1",55207,"2020-06-24"
"Ir Sais, Rauw Alejandro","Dream Girl - Remix","099tjv6oy2opbpCOA3nBwX",54327,"2020-06-24"
"Juanka","Tus Besos","1sHs87yRloQy0vE9mzpiZB",53667,"2020-06-24"
"Cali Y El Dandee, Sebastian Yatra","Locura","5379uuUPHodsdVhy8pIAAr",53585,"2020-06-24"
"Bad Bunny","Vete","2n7ohqg1s68ToAHh4u9mcW",53551,"2020-06-24"
"Anuel AA, Tego Calderon","Jangueo","7KKh0ujp8agIiCrkiJhf81",53456,"2020-06-24"
"Camilo","El Mismo Aire - con Pablo Alborán","5EbtodsuLbxrFDH6j5avVS",53403,"2020-06-24"
"Bad Bunny","Si Veo a Tu Mamá","41wtwzCZkXwpnakmwJ239F",51335,"2020-06-24"
"Sech, Daddy Yankee","Confía","5kbps8unnGH4raN5WduZuq",49502,"2020-06-24"
"Rauw Alejandro, Farruko","Fantasias","6mAN61JH0dzyZpWslS11jy",49254,"2020-06-24"
"Tainy","Adicto (with Anuel AA & Ozuna)","3jbT1Y5MoPwEIpZndDDwVq",48802,"2020-06-24"
"Reik, Farruko, Camilo","Si Me Dices Que Sí","56Ta1O7Jxxpjnc6cWdDKUo",48246,"2020-06-24"
"ROSALÍA","TKN (feat. Travis Scott)","4w47S36wQGBhGg073q3nt7",47044,"2020-06-24"
"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles","Bellaquita - Remix","4GGwM2Krtlx9G9ii1RaEOx",46579,"2020-06-24"
"Arcangel, Sech, Romeo Santos","Sigues Con El - Remix","4Pu0a2TuHOYtI4CCE3HEXI",46544,"2020-06-24"
"Powfu, beabadoobee","death bed (coffee for your head)","7eJMfftS33KTjuF7lTsMCx",45284,"2020-06-24"
"Bad Bunny, Don Omar","PA' ROMPERLA","5XqCz18k96K8tx6DAYM97i",44322,"2020-06-24"
"J Balvin","Amarillo","6zEgnpM0qYmHLDnh8WPejL",44193,"2020-06-24"
"Ovy On The Drums, Beéle","Inolvidable","0OTtnwUO8natNWSwdZvXVF",44109,"2020-06-24"
"Justin Quiles, Daddy Yankee, El Alfa","PAM","0eeKDrQxjqNl5bX5VCHDcn",43990,"2020-06-24"
"Eladio Carrion, Zion & Lennox, Wisin & Yandel, Lunay","Mi Error - Remix","5IjOqh4XLyjHINuOGolmAt",43412,"2020-06-24"
"Camilo, Evaluna Montaner","Por Primera Vez","0pgj4EzB1XRqgZemoMNG5D",43403,"2020-06-24"
"Jhay Cortez, J Balvin, Bad Bunny","No Me Conoce - Remix","4R8BJggjosTswLxtkw8V7P",42929,"2020-06-24"
"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay","Fantasias - Remix","0A37XY67wSdGqkGjtfW6aV",42241,"2020-06-24"
"Daddy Yankee, Sech","Definitivamente","113PlnpZbHd3WIqeYjhZWv",41488,"2020-06-24"
"Dua Lipa","Don't Start Now","3PfIrDoz19wz7qK7tYeu62",41189,"2020-06-24"
"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin","China","0KkIkfsLEJbrcIhYsCL7L5",41163,"2020-06-24"
